"","gene","beta","sd","pval","pval_anova","cov","varexp","singular","beta_norm"
"Cenpq","Cenpq",1.40483101153287,0.579787998114358,0.0250057275249756,0.0250057275249756,0.336154122757455,0,TRUE,0.016204467325255
"Cep126","Cep126",0.153623059375464,0.034543085148307,0.0281931377879412,0.0281931377879412,0.00119322473156319,0.244471401747513,FALSE,0.0115529650658939
"Cep152","Cep152",1.13330925884781,0.45253930034137,0.021037925659306,0.021037925659306,0.204791818353457,0,TRUE,0.0151950555453007
"Cep250","Cep250",8.68725624879955,2.01405740675127,0.000338183192111746,0.000338183192111746,4.05642723768963,0,TRUE,0.0432776787657425
"Cercam","Cercam",1.71446929475657,0.488033492953961,0.0427836113011655,0.0427836113011655,0.238176690244844,0.409349763174359,FALSE,0.0173555814718016
"Cerk","Cerk",4.06626592857937,0.723523142419067,0.0277371595649568,0.0277371595649568,0.523485737615962,0.0425108358039779,FALSE,0.0260986423969842
"Cerkl","Cerkl",0.494167148159145,0.121137654069624,0.000584326969697721,0.000584326969697721,0.014674331233492,0,TRUE,0.0128189749211365
"Cerox1","Cerox1",0.393606047790677,0.092211504707713,0.00037549867719415,0.00037549867719415,0.00850296160046058,0,TRUE,0.0124451280439954
"Ces1e","Ces1e",0.0780930248790757,0.019389699740839,0.000659628040318317,0.000659628040318317,0.000375960456039891,0,TRUE,0.0112721739108315
"Cetn2","Cetn2",6.60371197401874,1.14497470506623,1.21036398671691e-05,1.21036398671691e-05,1.3109670752415,0,TRUE,0.0355318752924574
"Cfap126","Cfap126",0.329829308153274,0.0773325074578952,0.000378523982064609,0.000378523982064609,0.00598031670972541,0,TRUE,0.012208031046645
"Cfap36","Cfap36",1.26777307160132,0.401709994295571,0.00497117346553877,0.00497117346553877,0.161370919516947,0,TRUE,0.0156949394596788
"Cgas","Cgas",0.816088033377316,0.280939477939982,0.00875859312120997,0.00875859312120997,0.0789269902651896,0,TRUE,0.014015750982499
"Cgnl1","Cgnl1",0.0500113496042449,0.0209508998734448,0.0269722380627509,0.0269722380627509,0.00043894020550711,0,TRUE,0.0111677772150123
"Chd5","Chd5",0.149899647096639,0.0540529773922334,0.0117312741248583,0.0117312741248583,0.0029217243649653,0,TRUE,0.0115391228739563
"Chd9","Chd9",3.42338504127753,1.15368125755135,0.0076146610460065,0.0076146610460065,1.33098044402526,0,TRUE,0.0237086624622913
"Chit1","Chit1",0.105798686735703,0.0434695118998208,0.0244386355167547,0.0244386355167547,0.00188959846480866,0,TRUE,0.0113751727356877
"Chka","Chka",5.24869776500846,1.28157976239203,0.0269048049941468,0.0269048049941468,1.64244668737281,0.313412389625981,FALSE,0.0304944619321841
"Chkb","Chkb",1.08267875059505,0.305172705138626,0.00201887807150061,0.00201887807150061,0.0931303799616269,0,TRUE,0.0150068310993769
"Chmp4c","Chmp4c",0.362379815177412,0.0879685967694623,0.000532097526433237,0.000532097526433237,0.00773847401758826,0,TRUE,0.0123290411127215
"Chmp5","Chmp5",3.27407582050272,1.36102619911986,0.0259414711449388,0.0259414711449388,1.85239231469064,0,TRUE,0.0231535891217005
"Chpt1","Chpt1",1.24878111221661,0.164749417127481,0.0223705215521228,0.0223705215521228,0.0271423704438448,0.000361675566096955,FALSE,0.0156243347757528
"Chrna2","Chrna2",0.114847090862241,0.0530009303188525,0.0424931072129122,0.0424931072129122,0.00280909861466386,0,TRUE,0.0114088111665858
"Chrne","Chrne",2.16989758227104,0.335247280549061,0.0186166039054127,0.0186166039054127,0.112390739115541,0.239434251543489,FALSE,0.019048685887177
"Chst11","Chst11",2.34197712114948,0.301586991379704,1.84005439870335e-07,1.84005439870335e-07,0.0909547133694617,0,TRUE,0.0196884103730253
"Chst12","Chst12",3.76102602755144,0.878401573837275,0.0269144077045259,0.0269144077045259,0.771589324919801,0.0749335653175589,FALSE,0.0249638797167835
"Chsy1","Chsy1",41.5486552248932,4.86261292312329,4.15311939337392e-08,4.15311939337392e-08,23.6450044401257,0,TRUE,0.165443519639367
"Cipc","Cipc",9.07131226204168,1.79355744130851,6.01988472574469e-05,6.01988472574472e-05,3.21684829527314,0,TRUE,0.0447054489539327
"Ckap5","Ckap5",2.19118898175057,1.0180800684999,0.0437678889055429,0.0437678889055429,1.03648702587676,0,TRUE,0.0191278389908742
"Ckm","Ckm",0.0995429948942398,0.0345592972380341,0.00925060412380019,0.00925060412380019,0.00119434502558679,0,TRUE,0.0113519165178189
"Clba1","Clba1",0.0994730738912596,0.0408241205557679,0.024296041472323,0.024296041472323,0.00166660881915187,0,TRUE,0.0113516565788512
"Clca4b","Clca4b",0.0652659608207734,0.0198726806233507,0.00370835071099042,0.00370835071099042,0.0003949234351577,0,TRUE,0.0112244878988093
"Clcn2","Clcn2",-0.267999661685789,0.0860141219623515,0.00544655556178021,0.00544655556178021,0.00739842917695428,0,TRUE,0.0099855365371404
"Clcn5","Clcn5",0.560535766690648,0.165073280867501,0.00286981328050196,0.00286981328050196,0.027249188056361,0,TRUE,0.0130657075114446
"Cldnd2","Cldnd2",0.524961516185807,0.0562328397147485,9.92542849552588e-09,9.92542849552588e-09,0.00316213226238459,0,TRUE,0.0129334563486281
"Clec4e","Clec4e",0.532472882881373,0.112818846944904,0.0280345802978168,0.0280345802978168,0.0127280922259778,0.170196694254234,FALSE,0.0129613806749522
"Clic5","Clic5",0.462776193524885,0.144502910003932,0.0407888357389826,0.0407888357389826,0.0208810909996045,0.369918365778968,FALSE,0.0127022756177526
"Clip3","Clip3",0.539427934198492,0.135115248170308,0.000716213020435292,0.000716213020435292,0.0182561302881238,0,TRUE,0.0129872368380779
"Clip4","Clip4",3.00633377742311,0.693584749365458,0.0213769358876125,0.0213769358876125,0.481059804552345,0.346127563985342,FALSE,0.0221582288251461
"Clmp","Clmp",0.063913557499008,0.0277843633294881,0.0323244548178833,0.0323244548178833,0.000771970845625004,0,TRUE,0.0112194601917079
"Cln5","Cln5",2.51724509408304,0.95465635903716,0.0158134836350937,0.0158134836350937,0.911368763850087,0,TRUE,0.0203399882108166
"Clnk","Clnk",4.20458800853947,0.791392216254523,0.0116284433947165,0.0116284433947165,0.626301639948245,0.324654658279062,FALSE,0.0266128698412267
"Clstn1","Clstn1",0.543122614227199,0.229195409548034,0.0279741490164773,0.0279741490164773,0.0525305357578911,0,TRUE,0.0130009722147366
"Clvs2","Clvs2",0.11993476208214,0.035160006624172,0.00276944964856565,0.00276944964856565,0.00123622606581182,0,TRUE,0.0114277251401855
"Cma1","Cma1",18.8933807652448,4.2082600845697,0.000224139937542108,0.000224139937542108,17.7094529393826,0,TRUE,0.0812200616971421
"Cmklr1","Cmklr1",1.06094448324992,0.197534523992591,2.94763266219778e-05,2.94763266219778e-05,0.0390198881689793,0,TRUE,0.0149260315860049
"Cmpk1","Cmpk1",8.12522242962384,1.596462219291,0.03392716037466,0.03392716037466,2.54869161762355,0.0134494085522544,FALSE,0.0411882566395274
"Cmya5","Cmya5",0.926236343072356,0.238593717089336,0.000926800314821067,0.000926800314821067,0.0569269618345062,0,TRUE,0.0144252393577347
"Cnmd","Cnmd",0.0403816683588999,0.0171638480751256,0.0289858750779746,0.0289858750779746,0.000294597680745993,0,TRUE,0.0111319778229189
"Cnn3","Cnn3",-4.1060477685004,1.36601433095162,0.0448842143539673,0.0448842143539673,1.86599515236521,0.613886586140814,FALSE,-0.00428282661512625
"Cnot3","Cnot3",2.78639101264413,0.890839847634769,0.00529939273361407,0.00529939273361407,0.793595634133939,0,TRUE,0.02134056756785
"Cnrip1","Cnrip1",2.91821973895125,0.45044331485463,0.00676694155610113,0.00676694155610113,0.202899179897227,0.405882403178187,FALSE,0.0218306552604748
"Cntf","Cntf",0.0476123773321553,0.0187404300469987,0.0194647541027341,0.0194647541027341,0.000351203718346453,0,TRUE,0.0111588587734976
"Cntnap2","Cntnap2",0.100340692188954,0.0418062578547986,0.0262413761276946,0.0262413761276946,0.00174776319582191,0,TRUE,0.0113548820446625
"Cntnap3","Cntnap3",0.03531314260552,0.0148846328719333,0.0278125508711525,0.0278125508711525,0.000221552295732239,0,TRUE,0.0111131350246834
"Cntnap5c","Cntnap5c",0.0405351962127042,0.0163128017987103,0.0219299832531589,0.0219299832531589,0.000266107502524006,0,TRUE,0.0111325485794884
"Cntrob","Cntrob",1.09303827351439,0.27357797915671,0.000711223099710246,0.000711223099710246,0.074844910679469,0,TRUE,0.0150453437576301
"Cobll1","Cobll1",7.44940947635698,1.04273718734161,0.00268804077587163,0.00268804077587163,1.08730084186509,0.570732232825829,FALSE,0.0386758481517089
"Coch","Coch",0.0671802066765036,0.0318372506547227,0.0476430574378094,0.0476430574378094,0.00101361052925164,0,TRUE,0.0112316043169138
"Coil","Coil",-0.622859205820328,0.28747044200655,0.0425102080724026,0.0425102080724026,0.0826392550274412,0,TRUE,0.00866630741263608
"Col17a1","Col17a1",0.0789840720006436,0.0240516373094739,0.00371062839673297,0.00371062839673297,0.000578481257266479,0,TRUE,0.0112754864758542
"Col19a1","Col19a1",0.381680993145043,0.08621007648077,0.0404156165288565,0.0404156165288565,0.00743217728682022,0.0786067562969077,FALSE,0.0124007953505125
"Col24a1","Col24a1",0.0648670339746742,0.0289587922973186,0.0366100935457799,0.0366100935457799,0.000838611651319237,0,TRUE,0.0112230048446755
"Col4a2","Col4a2",0.0489098745706088,0.0185293787729934,0.0157183269138153,0.0157183269138153,0.00034333787771306,0,TRUE,0.0111636823612362
"Col4a3bp","Col4a3bp",4.90019062856113,1.40855340928697,0.0409878814219043,0.0409878814219043,1.98402270681395,0.305307446154247,FALSE,0.0291988485772712
"Col5a2","Col5a2",0.0796034474162334,0.0330158940581942,0.0256440493891148,0.0256440493891148,0.0010900492604619,0,TRUE,0.0112777890716305
"Col6a6","Col6a6",0.0466725113027129,0.0221940005454313,0.0483330564328527,0.0483330564328527,0.000492573660210603,0,TRUE,0.0111553647188511
"Col8a2","Col8a2",2.06495098857677,0.424421692605131,0.0177381574093877,0.0177381574093877,0.180133773153804,0.335369756332362,FALSE,0.018658535459473
"Colec12","Colec12",0.0945334747880043,0.0319531966902621,0.00776758018329779,0.00776758018329779,0.00102100677872658,0,TRUE,0.0113332930795229
"Comp","Comp",-0.0957852992315873,0.0396799058754706,0.0254884700113397,0.0254884700113397,0.00157449493028621,0,TRUE,0.0106257622443611
"Coprs","Coprs",0.147380434794067,0.0333766334143289,0.000266297267318888,0.000266297267318888,0.00111399965807449,0,TRUE,0.0115297574269917
"Copz2","Copz2",0.182918151083847,0.0343615443525438,3.28350617286275e-05,3.28350617286275e-05,0.00118071573029183,0,TRUE,0.011661872769873
"Coq2","Coq2",-1.12653399439002,0.408317747000535,0.0121051195040642,0.0121051195040642,0.166723382515593,0,TRUE,0.00679384135855132
"Cox18","Cox18",-1.32795812159372,0.429483685743121,0.00574835100815752,0.00574835100815752,0.184456236319496,0,TRUE,0.00604502515964356
"Cox6a2","Cox6a2",0.650663609290589,0.16287782100343,0.000712136385093448,0.000712136385093448,0.0265291845748255,0,TRUE,0.0134007676129748
"Cpeb3","Cpeb3",0.338919249141137,0.142578626096428,0.0275447966274085,0.0275447966274085,0.0203286646195451,0,TRUE,0.012241823895363
"Cpm","Cpm",-7.15624564954959,1.78202334505612,0.0210445549129556,0.0210445549129556,3.175607202325,0.345951867064841,FALSE,-0.0156222704787428
"Cpne3","Cpne3",9.50118013523612,2.43129161525161,0.0409509118425215,0.0409509118425215,5.91117891839278,0.248072685618596,FALSE,0.0463035297365422
"Cpne7","Cpne7",7.19244384826098,1.01708311038252,0.0161382937269823,0.0161382937269823,1.03445805342539,0.21414479825719,FALSE,0.0377205503552029
"Cpne8","Cpne8",0.0477441531049955,0.018723659747009,0.0190792090934986,0.0190792090934986,0.000350575434321766,0,TRUE,0.01115934866433
"Cpvl","Cpvl",0.0548422474299016,0.0255304392014328,0.0441374166145224,0.0441374166145224,0.000651803325818059,0,TRUE,0.0111857366054653
"Cpxm1","Cpxm1",0.05069431057471,0.0235923982529598,0.0440800782508009,0.0440800782508009,0.00055660125532626,0,TRUE,0.0111703161970351
"Cr1l","Cr1l",5.80187798076962,1.79839507749185,0.00423560329276892,0.00423560329276892,3.23422485474693,0,TRUE,0.0325509698204294
"Cracr2a","Cracr2a",4.08495534417494,1.06045849267003,0.00099406564292805,0.00099406564292805,1.12457221467599,0,TRUE,0.0261681223413208
"Crat","Crat",1.81298451387507,0.423597290554255,0.000365577660993458,0.000365577660993458,0.179434664564906,0,TRUE,0.0177218225618785
"Crb1","Crb1",0.112909349762886,0.0428403852756951,0.0158556397819632,0.0158556397819632,0.00183529861057,0,TRUE,0.0114016074023464
"Crbn","Crbn",-3.82141776979617,1.66194523821703,0.0323900613647128,0.0323900613647128,2.76206197483227,0,TRUE,-0.00322468349849103
"Creb5","Creb5",0.28704775580262,0.0937718687602802,0.00616429446323368,0.00616429446323368,0.00879316337079522,0,TRUE,0.0120489859518029
"Crem","Crem",1.88855902457949,0.490772249516273,0.029910000286501,0.029910000286501,0.240857400895263,0.172420076136791,FALSE,0.0180027790621038
"Crim1","Crim1",1.61349000890902,0.247801140219793,2.39740269893097e-06,2.39740269893097e-06,0.0614054050942297,0,TRUE,0.0169801799444547
"Cript","Cript",4.12041842357565,1.40974783753015,0.00841414358910582,0.00841414358910582,1.98738896542093,0,TRUE,0.0262999602134117
"Crocc","Crocc",0.225155523507284,0.0991477501347742,0.0343528837414378,0.0343528837414378,0.00983027635678762,0,TRUE,0.0118188948163827
"Crygn","Crygn",0.294477076111077,0.0769204599518807,0.00105070101332255,0.00105070101332255,0.00591675715920888,0,TRUE,0.0120766052617189
"Cryl1","Cryl1",-2.31612644295404,0.609358059210663,0.0456069980510295,0.0456069980510295,0.371317244324986,0.16416102770019,FALSE,0.00237140146542769
"Cryzl1","Cryzl1",2.17409150717764,0.635460205182373,0.00270518962885814,0.00270518962885814,0.403809672370423,0,TRUE,0.0190642772612128
"Cryzl2","Cryzl2",0.397585784019388,0.0565896267615848,8.15251229585409e-07,8.15251229585408e-07,0.00320238585701548,0,TRUE,0.0124599231482208
"Csf2","Csf2",0.48193351090556,0.145501223422315,0.00347736361031912,0.00347736361031912,0.0211706060173905,0,TRUE,0.0127734950380947
"Csmd1","Csmd1",0.186401107742898,0.0660138489470562,0.0104926330360048,0.0104926330360048,0.00435782825280475,0,TRUE,0.0116748210417734
"Csn1s2b","Csn1s2b",0.0687968854927909,0.0324645359866831,0.0467882255883185,0.0467882255883185,0.00105394609683064,0,TRUE,0.011237614497039
"Cst7","Cst7",17.7642296702186,3.33259992886717,0.0103879461131121,0.0103879461131121,11.1062222858854,0.383764587013553,FALSE,0.0770223191391453
"Ctbp2","Ctbp2",0.535531985572879,0.15826692326933,0.0331173816639112,0.0331173816639112,0.0250484190011399,0.475524918681879,FALSE,0.0129727532234214
"Ctcflos","Ctcflos",0.0639397065520298,0.0299585556581603,0.0453862307030887,0.0453862307030887,0.00089751505712309,0,TRUE,0.0112195574036691
"Ctdspl2","Ctdspl2",3.87774024027988,1.61146281148488,0.0259002675285381,0.0259002675285381,2.59681239279875,0,TRUE,0.0253977775538856
"Ctla2a","Ctla2a",35.5344734480246,4.9753858609971,6.42024760996565e-07,6.42024760996565e-07,24.7544644658099,0,TRUE,0.143085141821293
"Ctla2b","Ctla2b",3.04663702498365,0.459159301311482,1.84262772252724e-06,1.84262772252724e-06,0.210827263980848,0,TRUE,0.0223080605511705
"Ctnna1","Ctnna1",5.03315035720561,0.70737342442982,6.78234346670777e-07,6.78234346670777e-07,0.50037716158957,0,TRUE,0.0296931408946493
"Ctnnd2","Ctnnd2",0.0978387199109064,0.0447630177187157,0.0409013824485877,0.0409013824485877,0.00200372775528606,0,TRUE,0.0113455806893725
"Cts6","Cts6",0.0344990841535894,0.011399998015242,0.00666972128645955,0.00666972128645955,0.000129959954747522,0,TRUE,0.0111101086734506
"Ctsc","Ctsc",18.5582912553037,3.44605424450588,2.85280147791635e-05,2.85280147791635e-05,11.875289856077,0,TRUE,0.0799743298346707
"Ctsd","Ctsd",106.196015937075,11.3606758032445,9.7148412033377e-09,9.7148412033377e-09,129.064954706426,0,TRUE,0.405777145953016
"Ctsw","Ctsw",97.9112840580623,22.1700322249975,0.0175018042381553,0.0175018042381553,491.510328857427,0.416815196138574,FALSE,0.374977750067636
"Cuedc1","Cuedc1",1.6145747417027,0.152608485945525,1.21615861607762e-09,1.21615861607762e-09,0.0232893499825854,0,TRUE,0.0169842125571242
"Cul1","Cul1",4.80574200184769,1.62434506048749,0.00776629216821914,0.00776629216821914,2.63849687553012,0,TRUE,0.0288477254887436
"Cx3cr1","Cx3cr1",6.22833187738981,2.24405905358327,0.0116724983667819,0.0116724983667819,5.03580103596902,0,TRUE,0.0341363587721393
"Cxadr","Cxadr",0.338531053792141,0.103963457668777,0.00395367052312632,0.00395367052312632,0.0108084005304477,0,TRUE,0.0122403807367424
"Cyb5r4","Cyb5r4",2.23152160150179,1.06798267141643,0.049651010649996,0.049651010649996,1.14058698644577,0,TRUE,0.0192777799112265
"Cyb5rl","Cyb5rl",-0.608314151047859,0.220877256603052,0.0122359232879867,0.0122359232879867,0.0487867624844904,0,TRUE,0.00872038024283173
"Cybrd1","Cybrd1",-0.082515660054598,0.0362720316394985,0.0340703447157897,0.0340703447157897,0.00131566027925678,0,TRUE,0.0106750935777389
"Cyfip1","Cyfip1",3.7009129388966,0.991417910219516,0.0275692655583333,0.0275692655583333,0.982909472704033,0.518185388530084,FALSE,0.0247404027422222
"Cym","Cym",3.72583061640502,0.728384229212569,0.031057609206864,0.031057609206864,0.530543585365589,0.0668761683346619,FALSE,0.0248330369306706
"Cyp17a1","Cyp17a1",0.90723979202735,0.178702661469442,0.0330422207804329,0.0330422207804329,0.0319346412162619,0.0762190143431834,FALSE,0.0143546176038098
"Cyp20a1","Cyp20a1",1.1258192272648,0.325334735600132,0.041938040590749,0.041938040590749,0.105842690188008,0.0380330944871136,FALSE,0.0151672105345884
"Cyp2c70","Cyp2c70",0.0535422867585131,0.0164464639532982,0.00396001575626815,0.00396001575626815,0.000270486176567136,0,TRUE,0.0111809038596462
"Cyp2r1","Cyp2r1",-0.211989994760838,0.0877967551363861,0.0254560074329221,0.0254560074329221,0.00770827021247853,0,TRUE,0.0101937585931129
"Cyp3a13","Cyp3a13",0.103118923587199,0.0401101754326502,0.0182378484505247,0.0182378484505247,0.00160882617323798,0,TRUE,0.011365210423413
"Cyp4a14","Cyp4a14",0.0666417065028294,0.0245925224723396,0.0134844361387639,0.0134844361387639,0.000604792161552527,0,TRUE,0.0112296023836862
"Cyp4v3","Cyp4v3",3.13569574571373,0.456261271978666,1.11983649018189e-06,1.11983649018189e-06,0.20817434830759,0,TRUE,0.0226391460753455
"D030007L05Rik","D030007L05Rik",0.0541082571850253,0.0150578555514881,0.00181614623584208,0.00181614623584208,0.000226739013809481,0,TRUE,0.0111830079165403
"D030028A08Rik","D030028A08Rik",-1.23120382973806,0.326564441641655,0.00120341322319032,0.00120341322319032,0.106644334544726,0,TRUE,0.00640471981023572
"D130040H23Rik","D130040H23Rik",1.30533074281051,0.451235113773943,0.00899752585924223,0.00899752585924223,0.203613127902584,0,TRUE,0.0158345642056568
"D130043K22Rik","D130043K22Rik",0.122722291717479,0.0420333597582144,0.00847391087905196,0.00847391087905196,0.00176680333256348,0,TRUE,0.0114380880861482
"D130062J10Rik","D130062J10Rik",0.744729783243565,0.206857319500049,0.00178747001157683,0.00178747001157683,0.0427899506307453,0,TRUE,0.0137504688915806
"D1Ertd622e","D1Ertd622e",8.94002515213774,1.14904051525876,1.78700141291921e-07,1.78700141291922e-07,1.32029410570612,0,TRUE,0.0442173747794596
"D230049E03Rik","D230049E03Rik",0.376764006949681,0.0858468283603225,0.000283536946140124,0.000283536946140124,0.00736967793952667,0,TRUE,0.0123825159171393
"D3Ertd751e","D3Ertd751e",1.05233383529081,0.325985017088719,0.00421604931423677,0.00421604931423677,0.106266231366333,0,TRUE,0.0148940205614849
"D430040D24Rik","D430040D24Rik",0.128554981560682,0.0370070222132924,0.00239608326484913,0.00239608326484913,0.00136951969309512,0,TRUE,0.0114597717478748
"D430041D05Rik","D430041D05Rik",0.0977412754961073,0.0377045955608963,0.0174147897435385,0.0174147897435385,0.00142163652641076,0,TRUE,0.0113452184291147
"D5Ertd615e","D5Ertd615e",0.534603345086914,0.11260000208929,0.0192645260380073,0.0192645260380073,0.0126787604705081,0.274148808667475,FALSE,0.0129693009009588
"Dab2ip","Dab2ip",4.38689739511172,0.954353416593929,0.0137520770243234,0.0137520770243234,0.910790443764505,0.473337633191002,FALSE,0.0272906249035101
"Dach1","Dach1",0.0479841936118523,0.0221263108014911,0.0423418305691315,0.0423418305691315,0.000489573629684179,0,TRUE,0.0111602410411393
"Daglb","Daglb",1.79980886094609,0.315031416399808,1.36628721706504e-05,1.36628721706505e-05,0.0992447933188694,0,TRUE,0.0176728406326458
"Dapk2","Dapk2",11.3151430738096,1.78761757595959,0.0113980994837684,0.0113980994837684,3.19557659787964,0.20490175333541,FALSE,0.0530471351401234
"Daw1","Daw1",0.0526409642841558,0.0219951794043823,0.0266217911400316,0.0266217911400316,0.000483787917030965,0,TRUE,0.0111775530948761
"Daxx","Daxx",-5.46019779873996,2.0170705725877,0.0135686437770724,0.0135686437770724,4.06857369479929,0,TRUE,-0.00931702729640627
"Dbndd2","Dbndd2",0.141988673090151,0.0565471281103522,0.0207411820312271,0.0207411820312271,0.00319757769752858,0,TRUE,0.0115097129637958
"Dcbld2","Dcbld2",0.968132459291799,0.15878887354674,5.85827997526309e-06,5.85827997526309e-06,0.0252139063622425,0,TRUE,0.0145809927470233
"Dcn","Dcn",0.0927719575513103,0.037555659468143,0.0226231102989523,0.0226231102989523,0.00141042755808712,0,TRUE,0.011326744446746
"Dcxr","Dcxr",5.13242647160676,0.797162977020619,0.0048951703261113,0.0048951703261113,0.635468811932376,0.465164737017695,FALSE,0.0300622106960691
"Ddr2","Ddr2",0.0822015957723285,0.0246024577926765,0.00325342775107784,0.00325342775107784,0.000605280929440427,0,TRUE,0.0112874479719971
"Ddx10","Ddx10",2.27420921938344,1.06330030696857,0.0449722615018595,0.0449722615018595,1.13060754279946,0,TRUE,0.0194364757944179
"Ddx3x","Ddx3x",-3.65646992316781,1.71000763341211,0.045021604031621,0.045021604031621,2.92412610632769,0,TRUE,-0.00261147185773569
"Ddx43","Ddx43",1.64061820810504,0.171576964817179,6.68250505405917e-09,6.68250505405917e-09,0.0294386548558756,0,TRUE,0.0170810319887811
"Ddx51","Ddx51",-0.540656825033372,0.24871777737483,0.0419039829130159,0.0419039829130159,0.0618605327822753,0,TRUE,0.00897190374400214
"Decr1","Decr1",1.54485552589385,0.376017074285626,0.000545900497200316,0.000545900497200316,0.141388840154322,0,TRUE,0.0167250237553773
"Degs1","Degs1",4.77998052466188,2.21962653372917,0.0436591748946659,0.0436591748946659,4.92674194923459,0,TRUE,0.0287519543828081
"Denn2b","Denn2b",6.18767662534859,1.33180605730697,0.026621276167928,0.026621276167928,1.77370737427954,0.183098671944672,FALSE,0.0339852184310008
"Dennd2d","Dennd2d",-16.8026741240208,5.34607600414679,0.0449530753804031,0.0449530753804031,28.5805286421141,0.0787258957130804,FALSE,-0.051483922226083
"Dennd4a","Dennd4a",13.6663055263116,1.19041305004941,2.96062356525107e-10,2.96062356525107e-10,1.41708322972794,0,TRUE,0.0617878384269601
"Dgki","Dgki",0.0478845030775735,0.0209457479686053,0.0332904046665572,0.0332904046665572,0.000438724357964333,0,TRUE,0.0111598704306868
"Dhdh","Dhdh",0.887029014407328,0.155683825259762,1.41425432303994e-05,1.41425432303994e-05,0.0242374534475123,0,TRUE,0.0142794818299357
"Dhrs1","Dhrs1",1.83031173617773,0.530208769672854,0.00251960270729847,0.00251960270729847,0.281121339438002,0,TRUE,0.0177862384038256
"Dhrs3","Dhrs3",12.3413733307536,1.44368500815249,0.00925904062451018,0.00925904062451018,2.08422640276426,0.0414339998234893,FALSE,0.0568622582382217
"Dhrs7","Dhrs7",4.15574328014884,0.782674136133459,3.38698393518484e-05,3.38698393518484e-05,0.612578803372256,0,TRUE,0.0264312842270407
"Diaph1","Diaph1",3.63727898326729,1.4699675508902,0.0224246756437371,0.0224246756437371,2.16080460067014,0,TRUE,0.0245038365600205
"Disc1","Disc1",1.14996039033791,0.2394213212917,0.0254877085760657,0.0254877085760657,0.0573225690890632,0.0933457709153201,FALSE,0.015256957945788
"Dixdc1","Dixdc1",0.327864786557874,0.052822892528377,4.61228216490416e-06,4.61228216490416e-06,0.00279025797506446,0,TRUE,0.0122007277229854
"Dleu2","Dleu2",11.7445008134688,2.23330492212235,0.0280457295138731,0.0280457295138731,4.98765087517591,0.0707734214827128,FALSE,0.054643319445582
"Dlgap1","Dlgap1",0.319463532279781,0.0906285596818928,0.00212836172757662,0.00212836172757662,0.00821353583001441,0,TRUE,0.0121694951423512
"Dmac2l","Dmac2l",0.801942352479765,0.220220778811131,0.00162376523681215,0.00162376523681215,0.0484971914201811,0,TRUE,0.0139631628683152
"Dmrta1","Dmrta1",0.603352506990348,0.167334774018878,0.00176497747960792,0.00176497747960792,0.0280009265959488,0,TRUE,0.0132248834213318
"Dnah5","Dnah5",0.137554785821152,0.061501593978662,0.0368642074279478,0.0368642074279478,0.0037824460619162,0,TRUE,0.0114932295034613
"Dnajb4","Dnajb4",4.24752241401955,1.32208652132929,0.0426724371897617,0.0426724371897617,1.74791276988059,0.392544235556128,FALSE,0.0267724831842768
"Dnajc25","Dnajc25",0.354267183594548,0.130224750457189,0.0131749517899544,0.0131749517899544,0.0169584856316371,0,TRUE,0.0122988815184892
"Dnm1l","Dnm1l",2.72609848386303,1.28174081037422,0.0460670168886858,0.0460670168886858,1.64285950497876,0,TRUE,0.0211164235050147
"Dnm3os","Dnm3os",0.0652555407514756,0.0305076773201405,0.0449571909676437,0.0449571909676437,0.000930718375469815,0,TRUE,0.0112244491610634
"Doc2g","Doc2g",-0.312001592864381,0.12601324284836,0.0223508876356675,0.0223508876356675,0.0158793373731597,0,TRUE,0.00982195455067636
"Dock2","Dock2",27.4856266072442,10.5071011435561,0.0165470571957273,0.0165470571957273,110.399174440918,0,TRUE,0.1131626743365
"Dock5","Dock5",6.59135059639072,1.29978443150279,5.83784313943962e-05,5.83784313943962e-05,1.68943956837704,0,TRUE,0.0354859205206175
"Dock7","Dock7",0.131372240870132,0.0468084507168289,0.0108969978785891,0.0108969978785891,0.0021910310585098,0,TRUE,0.0114702452171493
"Dph6","Dph6",-1.96430644094862,0.567061841674275,0.00245096176180764,0.00245096176180764,0.32155913228302,0,TRUE,0.0036793307599905
"Dpp6","Dpp6",0.0897484545775072,0.0307343123362963,0.00846447254371412,0.00846447254371412,0.000944597954785015,0,TRUE,0.0113155042441164
"Dpysl3","Dpysl3",0.0721311591098952,0.0306042325660715,0.0287333622704023,0.0287333622704023,0.000936619050958193,0,TRUE,0.0112500100234874
"Dpysl5","Dpysl5",0.974542404357845,0.21416590888723,0.0371735704160617,0.0371735704160617,0.0458670365294934,0.105265825170061,FALSE,0.0146048224181068
"Dsg3","Dsg3",0.0722861056413529,0.0333096271294527,0.0422152100030147,0.0422152100030147,0.00110953125950317,0,TRUE,0.0112505860541461
"Dsp","Dsp",0.199089967549872,0.0481236923269471,0.0334761696953507,0.0334761696953507,0.00231588976317866,0.10297066349046,FALSE,0.0117219932643917
"Dtwd1","Dtwd1",-0.591512092748459,0.267153105072281,0.0385995179379708,0.0385995179379708,0.0713707815497612,0,TRUE,0.00878284373022176
"Duox2","Duox2",0.0775594490401279,0.0354638792550169,0.0407939268623888,0.0407939268623888,0.00125768673181442,0,TRUE,0.0112701902843555
