"","gene","beta","sd","pval","pval_anova","cov","varexp","singular","beta_norm"
"Gm48336","Gm48336",0.143446633339396,0.0469036304985401,0.00620347114671114,0.00620347114671114,0.00219995055394358,0,TRUE,0.0115151330903078
"Gm4834","Gm4834",0.0714268853611077,0.0237135968509573,0.00688623673829854,0.00688623673829854,0.00056233467560973,0,TRUE,0.0112473918088827
"Gm48382","Gm48382",0.303221780076011,0.0671773176672519,0.000211874001302222,0.000211874001302222,0.00451279200896687,0,TRUE,0.0121091146540868
"Gm48521","Gm48521",0.087209009047607,0.0342399645733225,0.0192002270276609,0.0192002270276609,0.00117237517398238,0,TRUE,0.0113060635779187
"Gm48543","Gm48543",0.0797562210910609,0.0177401960693709,0.000220926825194501,0.000220926825194501,0.000314714556579723,0,TRUE,0.011278357024457
"Gm48607","Gm48607",0.0331537743586986,0.0134247489424168,0.0226544650431398,0.0226544650431398,0.000180223884166922,0,TRUE,0.0111051073373098
"Gm48627","Gm48627",0.235073387140068,0.100160457284469,0.0293360811184889,0.0293360811184889,0.010032117203434,0,TRUE,0.0118557655579861
"Gm48708","Gm48708",0.176483590867421,0.0648703135833001,0.0131711614388646,0.0131711614388646,0.00420815758439569,0,TRUE,0.0116379515892784
"Gm48744","Gm48744",0.0649150489789959,0.0251314160662963,0.0177668255460204,0.0177668255460204,0.000631588073497294,0,TRUE,0.0112231833456997
"Gm48849","Gm48849",-0.0560203433742193,0.0266012675010044,0.0480442358221361,0.0480442358221361,0.000707627432659995,0,TRUE,0.0107735928121695
"Gm48865","Gm48865",-0.116975177122868,0.0477995206762842,0.0237576955991059,0.0237576955991059,0.00228479417688252,0,TRUE,0.0105469865582597
"Gm48972","Gm48972",0.131987721538207,0.0273689139010937,0.0311058525845419,0.0311058525845419,0.000749057448125481,0.0230813275719543,FALSE,0.0114725333337753
"Gm48978","Gm48978",-0.392955760276932,0.124589966934377,0.00499327426740255,0.00499327426740255,0.0155226598607091,0,TRUE,0.00952099858889977
"Gm49016","Gm49016",0.102897162220247,0.0433378815393938,0.0277052071323171,0.0277052071323171,0.00187817197632253,0,TRUE,0.0113643860013037
"Gm49064","Gm49064",0.0822333664281141,0.0327134811819909,0.0206188356808135,0.0206188356808135,0.00107017185104447,0,TRUE,0.0112875660828813
"Gm49066","Gm49066",-0.0932960766207269,0.0356232126202861,0.0164377035646385,0.0164377035646385,0.00126901327739011,0,TRUE,0.0106350162013702
"Gm49087","Gm49087",0.0347519539496771,0.015760071765874,0.0393206311315236,0.0393206311315236,0.0002483798620655,0,TRUE,0.011111048744544
"Gm49194","Gm49194",0.0907848213274496,0.0424049575397057,0.0447841327842426,0.0447841327842426,0.00179818042394424,0,TRUE,0.0113193570507346
"Gm49238","Gm49238",0.117299061825825,0.0404202576962747,0.00881483430846451,0.00881483430846451,0.00163379723223325,0,TRUE,0.0114179266365264
"Gm4929","Gm4929",0.0492606323067373,0.0133345583075006,0.00143646289219493,0.00143646289219493,0.000177810445256134,0,TRUE,0.0111649863414414
"Gm49311","Gm49311",0.163328865335302,0.0624110217789363,0.0165084454048885,0.0165084454048885,0.00389513563949087,0,TRUE,0.0115890474599301
"Gm49368","Gm49368",1.37856767261709,0.296671828945012,0.0452169226092454,0.0452169226092454,0.0880141740895784,0.041970866185748,FALSE,0.0161068304935084
"Gm49396","Gm49396",-2.85306184264428,0.826789546023921,0.00252710794957176,0.00252710794957176,0.683580953414441,0,TRUE,0.00037528545570753
"Gm49415","Gm49415",0.0642006836022292,0.0262780220883021,0.0239635680079766,0.0239635680079766,0.000690534444873294,0,TRUE,0.0112205276143658
"Gm49492","Gm49492",0.365527849443937,0.0972648396839028,0.00123786148088869,0.00123786148088869,0.00946044903873532,0,TRUE,0.0123407442740371
"Gm49501","Gm49501",0.0661344560686534,0.0265442756275409,0.0216232723598971,0.0216232723598971,0.000704598568590861,0,TRUE,0.0112277166247785
"Gm49524","Gm49524",0.0416973606606456,0.0173559194493037,0.0261118128835038,0.0261118128835038,0.000301227939930718,0,TRUE,0.0111368690527933
"Gm49555","Gm49555",0.0778041009540645,0.0227410801473624,0.00270509425269888,0.00270509425269888,0.000517156726268761,0,TRUE,0.0112710998045742
"Gm49590","Gm49590",0.176262647535025,0.0661624072487854,0.0149019891848089,0.0149019891848089,0.00437746413295413,0,TRUE,0.0116371302083018
"Gm49607","Gm49607",0.078340731584421,0.0314156187904107,0.0215215669182735,0.0215215669182735,0.000986941103984408,0,TRUE,0.0112730947875708
"Gm49684","Gm49684",0.0545794481817751,0.0213154518380838,0.0186483086930166,0.0186483086930166,0.000454348487061669,0,TRUE,0.0111847596205492
"Gm49693","Gm49693",0.0836803202242541,0.0165277329275937,0.0422176834656223,0.0422176834656223,0.000273165955725864,0.0338335958070362,FALSE,0.0112929452917014
"Gm49703","Gm49703",0.352441278389124,0.118075284813417,0.00732061926839635,0.00732061926839635,0.0139417728837695,0,TRUE,0.0122920935164039
"Gm49705","Gm49705",0.161640841804213,0.0705888768245533,0.0330317524746402,0.0330317524746402,0.00498278953135195,0,TRUE,0.0115827720480328
"Gm49763","Gm49763",0.108344559060118,0.0194644545181878,1.89743775678276e-05,1.89743775678276e-05,0.000378864989690601,0,TRUE,0.0113846372941957
"Gm49817","Gm49817",0.0626640612596779,0.0212571471957028,0.00795429755429711,0.00795429755429711,0.000451866306899775,0,TRUE,0.0112148150529277
"Gm50012","Gm50012",2.70210695261117,0.38428650213979,8.05695041171559e-07,8.0569504117156e-07,0.147676115726835,0,TRUE,0.0210272323664591
"Gm50056","Gm50056",0.184334803625517,0.0626671312756086,0.00806945837306775,0.00806945837306775,0.00392716934231437,0,TRUE,0.0116671393304686
"Gm50221","Gm50221",0.107121236083903,0.0269680279617488,0.000750844012903456,0.000750844012903456,0.000727274532145666,0,TRUE,0.011380089457381
"Gm50228","Gm50228",0.14441754692109,0.0472004214284616,0.00618470991763207,0.00618470991763207,0.00222787978302438,0,TRUE,0.0115187425676222
"Gm50232","Gm50232",-0.0918537808798188,0.0398588025141708,0.03204839840429,0.03204839840429,0.00158872413786367,0,TRUE,0.010640378093361
"Gm50308","Gm50308",0.0739023967519627,0.0229456371186391,0.00428802217194714,0.00428802217194714,0.000526502262780266,0,TRUE,0.0112565947929331
"Gm50324","Gm50324",0.0784544701520158,0.0312446009268936,0.0207412938013474,0.0207412938013474,0.000976225087080842,0,TRUE,0.0112735176231218
"Gm50464","Gm50464",-0.0799646799713147,0.0350101464847066,0.0334337060216817,0.0334337060216817,0.00122571035688062,0,TRUE,0.0106845771248985
"Gm5086","Gm5086",0.0448403595406368,0.016799259912724,0.0147373480873589,0.0147373480873589,0.000282215133615256,0,TRUE,0.0111485534945088
"Gm5113","Gm5113",-0.224957975561449,0.107042717390829,0.0484649370674476,0.0484649370674476,0.0114581433464129,0,TRUE,0.0101455487077065
"Gm5122","Gm5122",0.0727814200853951,0.0333369459592875,0.0411095491356341,0.0411095491356341,0.00111135196589245,0,TRUE,0.0112524274397066
"Gm5124","Gm5124",0.103607425693443,0.0317600838488382,0.00390025686812357,0.00390025686812357,0.00100870292608523,0,TRUE,0.011367026483363
"Gm5134","Gm5134",-0.25987660893609,0.0887879352250267,0.00833674736030196,0.00833674736030196,0.00788329744152353,0,TRUE,0.0100157348731988
"Gm5228","Gm5228",0.398926814243617,0.118332185114593,0.0298237682932331,0.0298237682932331,0.0140025060339943,0.641864851376127,FALSE,0.0124649085745898
"Gm527","Gm527",0.0903918420684545,0.0408191701297631,0.0385747347852116,0.0385747347852116,0.00166620465008255,0,TRUE,0.0113178961074056
"Gm5316","Gm5316",0.123670458022363,0.0350573696455509,0.0021151697007218,0.0021151697007218,0.00122901916646479,0,TRUE,0.011441612997976
"Gm5334","Gm5334",0.0396316295404023,0.0184473334752503,0.0441147817305187,0.0441147817305187,0.000340304112347092,0,TRUE,0.0111291894716676
"Gm5347","Gm5347",0.0694093914797381,0.0328997634554894,0.0476803278895437,0.0476803278895437,0.00108239443542715,0,TRUE,0.0112398915549634
"Gm5373","Gm5373",0.0504512802746257,0.0216334890122214,0.0302606164449686,0.0302606164449686,0.000468007846841906,0,TRUE,0.011169412705343
"Gm5388","Gm5388",0.0446490455333667,0.0141302715216542,0.00492752698509073,0.00492752698509073,0.000199664573275672,0,TRUE,0.0111478422637852
"Gm5432","Gm5432",-0.13128938265317,0.0605687730424681,0.0424311582420191,0.0424311582420191,0.00366857626787002,0,TRUE,0.0104937719353422
"Gm5473","Gm5473",0.0414160230644106,0.0196469888708969,0.0478443955076455,0.0478443955076455,0.000386004171693148,0,TRUE,0.0111358231495422
"Gm5511","Gm5511",-0.835897439753622,0.246982992806096,0.00294517202308297,0.00294517202308297,0.0610005987354561,0,TRUE,0.00787431450309395
"Gm5544","Gm5544",0.120704492425624,0.0344247136199374,0.00222229763038967,0.00222229763038967,0.0011850609078147,0,TRUE,0.0114305866968318
"Gm5751","Gm5751",0.124974251355405,0.037596638226657,0.00338397640636971,0.00338397640636971,0.00141350720594613,0,TRUE,0.011446459992134
"Gm5805","Gm5805",-0.164514402754105,0.0477215166639233,0.00254696610721117,0.00254696610721117,0.00227734315270511,0,TRUE,0.0103702542932109
"Gm6145","Gm6145",0.146920898652617,0.0318795079942883,0.000169901422629198,0.000169901422629198,0.00101630302995789,0,TRUE,0.0115280490511807
"Gm6278","Gm6278",-0.0381900525574293,0.0131103910457983,0.00860139313140832,0.00860139313140832,0.000171882353373748,0,TRUE,0.0108398788662796
"Gm6283","Gm6283",0.125832709277846,0.0440189367948769,0.00970950584933428,0.00970950584933428,0.00193766679655137,0,TRUE,0.0114496514032489
"Gm6375","Gm6375",0.0836058786934155,0.0266594995944983,0.00520109996535208,0.00520109996535208,0.000710728918629054,0,TRUE,0.0112926685471777
"Gm6501","Gm6501",0.095081776849468,0.0275930835673646,0.00255597862089249,0.00255597862089249,0.000761378260755569,0,TRUE,0.0113353314523397
"Gm6551","Gm6551",-0.151395490861423,0.0569019210062657,0.0150144795659727,0.0150144795659727,0.0032378286142033,0,TRUE,0.0104190252814416
"Gm6576","Gm6576",-0.0554466314981607,0.0244159961686813,0.0343525217607255,0.0343525217607255,0.000596140868909059,0,TRUE,0.010775725648748
"Gm6637","Gm6637",24.2963330763044,4.50738583626914,0.0346450099391117,0.0346450099391117,20.3165270769996,0.261214912493661,FALSE,0.10130612719791
"Gm6657","Gm6657",0.0447780319783468,0.0149381197701063,0.0071147348145651,0.0071147348145651,0.00022314742226604,0,TRUE,0.0111483217849866
"Gm6658","Gm6658",0.0942726372600319,0.0214773525885182,0.000283137600691365,0.000283137600691365,0.000461276674211528,0,TRUE,0.0113323233875158
"Gm6969","Gm6969",-0.0456421337522343,0.0211235170346209,0.0430265128069701,0.0430265128069701,0.000446202971911919,0,TRUE,0.0108121749402814
"Gm6990","Gm6990",0.0743705753842002,0.0167463266365503,0.0488276061861223,0.0488276061861223,0.000280439455818033,0.0195405636040475,FALSE,0.0112583352981486
"Gm6997","Gm6997",0.0623705575882193,0.016304474558652,0.00105800506485286,0.00105800506485286,0.00026583589063373,0,TRUE,0.0112137239209633
"Gm7059","Gm7059",-0.0266436591108118,0.0115639486816098,0.0320784174887344,0.0320784174887344,0.000133724909110905,0,TRUE,0.0108828038453859
"Gm7117","Gm7117",-0.0410186196695298,0.0148805400948479,0.0121702358674241,0.0121702358674241,0.000221430473514376,0,TRUE,0.0108293633590129
"Gm7171","Gm7171",0.0476895699831287,0.0180769547993464,0.0157677077916119,0.0157677077916119,0.000326776294817614,0,TRUE,0.0111591457456113
"Gm7198","Gm7198",0.0580904889945991,0.0165035539603019,0.00215365616900481,0.00215365616900481,0.000272367293320595,0,TRUE,0.0111978122983598
"Gm7204","Gm7204",0.0290047114423266,0.0125949768125177,0.0321549111196523,0.0321549111196523,0.000158633440907859,0,TRUE,0.0110896827426239
"Gm7285","Gm7285",0.390196519276535,0.181952166926832,0.044460256210681,0.044460256210681,0.0331065910493697,0,TRUE,0.0124324527492456
"Gm7290","Gm7290",-0.0693722782772415,0.0320267221269627,0.042563163938788,0.042563163938788,0.00102571093019768,0,TRUE,0.0107239555354397
"Gm7423","Gm7423",0.0742124378334814,0.028902887660919,0.0183657734984322,0.0183657734984322,0.000835376915139701,0,TRUE,0.0112577474045263
"Gm7461","Gm7461",0.0483365991847318,0.0177383020791872,0.0130439406050948,0.0130439406050948,0.000314647360652495,0,TRUE,0.0111615511473575
"Gm7473","Gm7473",0.058131220099217,0.0145044009164354,0.000690755068135391,0.000690755068135391,0.000210377645944692,0,TRUE,0.0111979637206909
"Gm7580","Gm7580",-0.118522193092009,0.0497825540318585,0.0273301099283358,0.0273301099283358,0.00247830268593491,0,TRUE,0.0105412353573797
"Gm7600","Gm7600",-0.0472285240337739,0.0186765505167994,0.0199664402346067,0.0199664402346067,0.000348813539206562,0,TRUE,0.0108062773610933
"Gm7618","Gm7618",-0.200773233742267,0.0692920639233542,0.00890371492763187,0.00890371492763187,0.00480139012275821,0,TRUE,0.0102354581276556
"Gm7658","Gm7658",0.113293855922432,0.052903184346014,0.0447272228007074,0.0447272228007074,0.00279874691394834,0,TRUE,0.0114030368460027
"Gm7694","Gm7694",0.750848060256288,0.14638749229583,0.0240464968134681,0.0240464968134681,0.0214292979006616,0.129755135037039,FALSE,0.0137732142548108
"Gm7707","Gm7707",0.0633077110498902,0.0212561086238904,0.0074292907984931,0.0074292907984931,0.000451822153830627,0,TRUE,0.0112172078913431
"Gm7809","Gm7809",0.0928095367635475,0.0422991482729415,0.0402069578122596,0.0402069578122596,0.00178921794461629,0,TRUE,0.0113268841515728
"Gm7818","Gm7818",0.0914979452815738,0.0287557165279424,0.00468568754374976,0.00468568754374976,0.000826891233035381,0,TRUE,0.0113220081669447
"Gm7870","Gm7870",0.0415480294689749,0.0168405553713146,0.0227732464994802,0.0227732464994802,0.000283604305214313,0,TRUE,0.0111363138977736
"Gm7977","Gm7977",0.0453562710898028,0.0149515521745746,0.00656057351397997,0.00656057351397997,0.000223548912429027,0,TRUE,0.0111504714520572
"Gm8013","Gm8013",0.0598476699454804,0.0176785323025464,0.00293909000699197,0.00293909000699197,0.000312530504372177,0,TRUE,0.0112043448105204
"Gm8189","Gm8189",-1.37979619883342,0.3260896834582,0.000409583076126294,0.000409583076126294,0.106334481657869,0,TRUE,0.00585231144408116
"Gm8225","Gm8225",-0.028204953584043,0.0120366692311136,0.0295645210072241,0.0295645210072241,0.000144881406179238,0,TRUE,0.010876999562607
"Gm8292","Gm8292",-0.143552435839339,0.042875871815772,0.0032022050621391,0.0032022050621391,0.00183834038396251,0,TRUE,0.0104481826953573
"Gm831","Gm831",0.0574040121837767,0.0274648033498422,0.0495895888769596,0.0495895888769596,0.000754315423045504,0,TRUE,0.0111952602458163
"Gm8674","Gm8674",0.0432290238832523,0.0195689171064577,0.0390008438020845,0.0390008438020845,0.000382942516719411,0,TRUE,0.0111425631781605
"Gm8806","Gm8806",0.0526593619881242,0.0189996612696436,0.0117728413857822,0.0117728413857822,0.000360987128361197,0,TRUE,0.0111776214903507
"Gm8817","Gm8817",0.348123631035198,0.0975544868298711,0.00192401139183892,0.00192401139183892,0.00951687790063949,0,TRUE,0.0122760421906531
"Gm8909","Gm8909",0.0652798896563725,0.0243541303164497,0.0143797257117222,0.0143797257117222,0.000593123663470616,0,TRUE,0.0112245396807777
"Gm9204","Gm9204",0.0550868255884953,0.0237960172654317,0.0313586494125097,0.0313586494125097,0.000566250437696724,0,TRUE,0.0111866458514909
"Gm9529","Gm9529",0.0452956679861634,0.0183985777164035,0.0230277317221707,0.0230277317221707,0.000338507661986539,0,TRUE,0.0111502461533983
"Gm9625","Gm9625",-0.125404489251711,0.0368782035727358,0.0028380556224067,0.0028380556224067,0.00136000189875214,0,TRUE,0.0105156496694994
"Gm9790","Gm9790",0.039223950900709,0.0152064910874497,0.0179054764001041,0.0179054764001041,0.000231237371192687,0,TRUE,0.0111276738817847
"Gm9887","Gm9887",0.368487982267488,0.136582033822052,0.0138407068634626,0.0138407068634626,0.0186546519629681,0,TRUE,0.0123517488912097
"Gm9888","Gm9888",0.056877771752828,0.026948941231061,0.0475989581165925,0.0475989581165925,0.000726245433475179,0,TRUE,0.0111933038895216
"Gm9973","Gm9973",0.0873060871764467,0.0340514066892556,0.0185126465324948,0.0185126465324948,0.00115949829751708,0,TRUE,0.0113064244764689
"Gnao1","Gnao1",0.0582534627025296,0.0223109819183442,0.0167248299166023,0.0167248299166023,0.00049777991416068,0,TRUE,0.0111984181709239
"Gnas","Gnas",0.243437969308802,0.105588122204541,0.0319777466715185,0.0319777466715185,0.0111488515506811,0,TRUE,0.011886861806047
"Gnb1","Gnb1",10.9831479799282,4.70203919516248,0.0300260034413328,0.0300260034413328,22.1091725928442,0,TRUE,0.0518129071074265
"Gnb1-ps3","Gnb1-ps3",0.0618020410216167,0.0164915752891231,0.00126876201977421,0.00126876201977421,0.000271972055516814,0,TRUE,0.0112116103985151
"Gng11","Gng11",0.0798432664050506,0.0239219474347513,0.00327999806741755,0.00327999806741755,0.000572259569071003,0,TRUE,0.0112786806249217
"Gnl3","Gnl3",-3.42280458619622,1.18358250663858,0.00901547035552103,0.00901547035552103,1.40086755002087,0,TRUE,-0.0017427954390925
"Gnpda2","Gnpda2",1.4424675681711,0.494624738206591,0.00853768499507885,0.00853768499507885,0.244653631645939,0,TRUE,0.016344385336434
"Gnptab","Gnptab",6.73789113523204,1.02824597759736,2.19446832401468e-06,2.19446832401468e-06,1.05728979044515,0,TRUE,0.0360307009836358
"Gnptg","Gnptg",5.73370719677134,1.28063441136483,0.000230686944988317,0.000230686944988317,1.64002449557175,0,TRUE,0.0322975374831076
"Golim4","Golim4",2.6982258560785,0.541000595032772,7.07384895145586e-05,7.07384895145586e-05,0.292681643825813,0,TRUE,0.0210128039660802
"Golm1","Golm1",5.64712236795333,1.23897636676518,0.000191182161494344,0.000191182161494344,1.53506243740265,0,TRUE,0.0319756489223941
"Gosr1","Gosr1",3.87302989504184,1.81507907230479,0.0454286654426506,0.0454286654426506,3.29451203871881,0,TRUE,0.0253802663308478
"Got2-ps1","Got2-ps1",0.0639672475405307,0.0261535949992294,0.0238269804323755,0.0238269804323755,0.000684010531383718,0,TRUE,0.0112196597903029
"Gpatch4","Gpatch4",-2.73405335034359,0.461466375545402,8.54823738500162e-06,8.54823738500163e-06,0.21295121575901,0,TRUE,0.000817712527774184
"Gpc1","Gpc1",5.47621309280832,1.09615500663163,6.93909568348861e-05,6.93909568348862e-05,1.20155579856358,0,TRUE,0.0313402750198288
"Gpd2","Gpd2",4.90603365795783,1.1845633272581,0.000505158122037493,0.000505158122037493,1.40319027628479,0,TRUE,0.0292205706774169
"Gpm6a","Gpm6a",0.0510304650466901,0.0223686480565422,0.033621087986284,0.033621087986284,0.000500356415877448,0,TRUE,0.0111715658880103
"Gpn2","Gpn2",0.710450152596394,0.324737027282855,0.0407299291857811,0.0407299291857811,0.105454136888506,0,TRUE,0.0136230306195251
"Gpr137b","Gpr137b",0.901527804228793,0.148474722615135,0.0179345462262281,0.0179345462262281,0.0220447432556412,0.0893323905486531,FALSE,0.0143333826651215
"Gpr137b-ps","Gpr137b-ps",3.07463306813348,0.584627254866852,0.00908763023041212,0.00908763023041212,0.341789027133151,0.226046121299427,FALSE,0.0224121389002092
"Gpr160","Gpr160",4.93788233644513,0.820894561590433,0.00672618520221656,0.00672618520221656,0.673867881248749,0.448718521610205,FALSE,0.0293389716192314
"Gpr171","Gpr171",17.3579041463757,4.09325255094908,0.0272329685494711,0.0272329685494711,16.7547164458512,0.325034921189253,FALSE,0.0755117596123038
"Gpr182","Gpr182",0.121450975233218,0.0545148675711841,0.0375315292974745,0.0375315292974745,0.00297187078630373,0,TRUE,0.0114333618282241
"Gpr25","Gpr25",0.089131500905072,0.0189274931909836,0.00013455072692915,0.00013455072692915,0.000358249998494732,0,TRUE,0.0113132106514358
"Gpr63","Gpr63",0.106732037386322,0.023321319607243,0.0347943916957655,0.0347943916957655,0.000543883948223177,0.142621476679284,FALSE,0.0113786425687019
"Gprc5a","Gprc5a",0.238976901863013,0.0882443340927018,0.0135350013978454,0.0135350013978454,0.00778706249946437,0,TRUE,0.011870277300436
"Gpsm1","Gpsm1",2.92145275276563,0.496326779058744,0.0388540816150721,0.0388540816150721,0.246340271610827,0.0451403102507131,FALSE,0.0218426743425435
"Gpx7","Gpx7",0.247723236856295,0.0452873028921898,2.35614582554416e-05,2.35614582554416e-05,0.00205093980324895,0,TRUE,0.0119027927563295
"Gpx8","Gpx8",1.10448844198444,0.340684935215733,0.00408508380788003,0.00408508380788003,0.116066225082948,0,TRUE,0.0150879110098736
"Gramd1c","Gramd1c",1.20647912074125,0.214439670218862,1.65898695616808e-05,1.65898695616808e-05,0.0459843721635741,0,TRUE,0.0154670725008579
"Grap2","Grap2",-13.5177730660721,2.52266384042802,3.03162073245426e-05,3.03162073245426e-05,6.36383285180304,0,TRUE,-0.0392719436605047
"Greb1","Greb1",0.0902744075918587,0.0338048272341319,0.0146965070817008,0.0146965070817008,0.00114276634432951,0,TRUE,0.011317459531909
"Grhl3","Grhl3",0.0561194207080261,0.0237216008952153,0.02820603704109,0.02820603704109,0.000562714349031879,0,TRUE,0.0111904846366606
"Gria2","Gria2",0.171573431816363,0.0725811398998601,0.0283165439855258,0.0283165439855258,0.00526802186916306,0,TRUE,0.0116196975365601
"Gria4","Gria4",0.0673548009297958,0.0254151190590545,0.0153601142519462,0.0153601142519462,0.000645928276785914,0,TRUE,0.0112322533901255
"Grid1","Grid1",0.0836985322694549,0.0391739250288938,0.0451750618208461,0.0451750618208461,0.00153459640216939,0,TRUE,0.0112930129969686
"Grin2a","Grin2a",0.13412911591138,0.0330666796434878,0.00061670817404707,0.00061670817404707,0.00109340530264505,0,TRUE,0.0114804942013098
"Grin3a","Grin3a",0.120082599673333,0.0542169258243863,0.0385425479727994,0.0385425479727994,0.002939475045847,0,TRUE,0.011428274742582
"Grin3b","Grin3b",0.1247038837328,0.0420589407239831,0.00765542896379941,0.00765542896379941,0.00176895449482352,0,TRUE,0.0114454548709584
"Grk5","Grk5",1.65130674375616,0.220668108309736,3.21924691533473e-07,3.21924691533473e-07,0.0486944140249975,0,TRUE,0.0171207677878105
"Grtp1","Grtp1",0.368358462942542,0.139926776181348,0.0159618246085948,0.0159618246085948,0.0195795026925049,0,TRUE,0.0123512673889685
"Grwd1","Grwd1",-2.56420753945209,0.732536283747445,0.00225276839413408,0.00225276839413408,0.536609407006517,0,TRUE,0.00144913288579129
"Gsap","Gsap",41.8493544039,3.62772801001038,2.72041830270234e-10,2.72041830270234e-10,13.1604105146138,0,TRUE,0.16656140168937
"Gse1","Gse1",1.88439691404991,0.464985712750144,0.000622113363029933,0.000622113363029933,0.21621171306176,0,TRUE,0.0179873059614901
"Gsta3","Gsta3",1.64170995347596,0.201173681564626,0.0151817821747292,0.0151817821747292,0.0404708501542655,0.034836534116118,FALSE,0.0170850906714728
"Gstm1","Gstm1",3.75680522384699,0.716267597278366,0.009424640579368,0.009424640579368,0.513039270910923,0.463712679552308,FALSE,0.0249481884178802
"Gstm4","Gstm4",0.825132432077297,0.194087213553577,0.000390868128108272,0.000390868128108272,0.0376698464649919,0,TRUE,0.0140493745227865
"Gstm7","Gstm7",0.103415322278695,0.0465204084693506,0.0379052410706064,0.0379052410706064,0.00216414840415523,0,TRUE,0.0113663123179308
"Gstp3","Gstp3",-4.75947926980185,1.16957710756601,0.0176285877083601,0.0176285877083601,1.36791061054248,0.358414345086093,FALSE,-0.00671202961004091
"Gstt1","Gstt1",0.0721684036282246,0.0242050048699455,0.00737574605271093,0.00737574605271093,0.000585882260754087,0,TRUE,0.011250148484053
"Gtf2a1l","Gtf2a1l",0.195660505773415,0.041255365185489,0.000124479034689452,0.000124479034689452,0.00170200515658806,0,TRUE,0.0117092438655613
"Gtf2i","Gtf2i",-24.023522538436,5.65120595239412,0.0288263478930502,0.0288263478930502,31.9361287163748,0.00639710217182957,FALSE,-0.078328215100216
"Gucy1a2","Gucy1a2",0.0890031974497601,0.0288467612481354,0.0490829818668888,0.0490829818668888,0.000832135634506925,0.458498388914763,FALSE,0.0113127336693228
"Gulp1","Gulp1",0.0442538975826215,0.0188042013918778,0.0289442033528561,0.0289442033528561,0.000353597989986298,0,TRUE,0.0111463732581076
"Gvin1","Gvin1",0.574026344071406,0.0678845320032412,4.89945084185787e-08,4.89945084185787e-08,0.00460830968529908,0,TRUE,0.0131158602067329
"Gxylt1","Gxylt1",1.74011229438755,0.548683276023307,0.00479885637031554,0.00479885637031554,0.301053337387668,0,TRUE,0.0174509121244837
"Gzf1","Gzf1",1.12885033959551,0.380394884540525,0.00761094866746607,0.00761094866746607,0.144700268184599,0,TRUE,0.0151784790258334
"Gzma","Gzma",535.026144629417,117.633623844434,0.0162023185066753,0.0162023185066753,13837.6694587737,0.439651697254204,FALSE,2
"Gzmb","Gzmb",44.3988886799,8.68237632549993,0.0314022204311591,0.0314022204311591,75.3836586576017,0.0890207677452438,FALSE,0.176039573902618
"Gzmk","Gzmk",1.05653602736558,0.224712031107355,0.000136869974918011,0.000136869974918011,0.0504954969243929,0,TRUE,0.0149096426696214
"Gzmm","Gzmm",2.47557277829193,0.653197793333676,0.00114921389693952,0.00114921389693952,0.426667357215984,0,TRUE,0.0201850668240713
"H1f1","H1f1",0.105098199543498,0.021032881349453,6.92293996258268e-05,6.9229399625827e-05,0.000442382097860167,0,TRUE,0.0113725685980208
"H1f3","H1f3",0.25934283753245,0.06782912298048,0.00106268587274274,0.00106268587274274,0.00460078992430108,0,TRUE,0.0119459898913101
"H1f4","H1f4",1.74977261570869,0.218867576269223,1.17774028141105e-07,1.17774028141106e-07,0.0479030159419642,0,TRUE,0.0174868254244065
"H2-Eb2","H2-Eb2",0.170809138218258,0.0403516814711143,0.000407985350377482,0.000407985350377482,0.00162825819754627,0,TRUE,0.0116168561916088
"H2-Q1","H2-Q1",0.0314911334674451,0.0133783989864835,0.0289155207019707,0.0289155207019707,0.000178981559441543,0,TRUE,0.0110989262881493
"H2-Q6","H2-Q6",56.1684765987082,16.7623461108939,0.0382623196329696,0.0382623196329696,280.9762471414,0.410288755613953,FALSE,0.219794302844112
"H2ac6","H2ac6",0.171418375153005,0.0357798410647097,0.000111320621489036,0.000111320621489035,0.00128019702661588,0,TRUE,0.0116191210964742
"H2ac8","H2ac8",0.0630784201584295,0.0230056368727668,0.0125691235116845,0.0125691235116845,0.000529259327921608,0,TRUE,0.0112163554774036
"H2az1","H2az1",25.1558640180166,3.13407850242186,0.00446223477187956,0.00446223477187956,9.82244805934285,0.1679646201744,FALSE,0.104501527379368
"H2bc12","H2bc12",0.0286419631943607,0.0119765928845891,0.026722769138991,0.026722769138991,0.000143438777123191,0,TRUE,0.0110883341863812
"H2bc9","H2bc9",0.0500706307912855,0.0198578399147123,0.0202814461407311,0.0202814461407311,0.00039433380607834,0,TRUE,0.0111679975993018
"H2bu1-ps","H2bu1-ps",0.103525075676451,0.0360343087531388,0.00940424954410908,0.00940424954410908,0.00129847140731654,0,TRUE,0.0113667203381778
"H3c6","H3c6",0.0821336618248692,0.0254626080282377,0.00424029361934009,0.00424029361934009,0.000648344407599675,0,TRUE,0.0112871954201257
"H3c7","H3c7",0.0830197844596044,0.026799594988725,0.00567310657430946,0.00567310657430946,0.000718218291559696,0,TRUE,0.011290489677831
"H4c2","H4c2",0.0402459842030431,0.0176914915611856,0.0340727000138279,0.0340727000138279,0.000312988873659501,0,TRUE,0.0111314734022456
"H60b","H60b",-0.972479771921606,0.367635475915688,0.0155266737061588,0.0155266737061588,0.135155843151755,0,TRUE,0.00736655476133974
"Habp2","Habp2",0.108014259913608,0.0357078289427415,0.00668915235265443,0.00668915235265443,0.00127504904780409,0,TRUE,0.0113834093710325
